Product_Id,Product Name,Product_Url,Image_Url,Company Name
9349529,DOROTHY PERKINS Women White Solid Off-Shoulder A-Line Dress,www.myntra.com/dresses/dorothy-perkins/dorothy-perkins-women-white-solid-off-shoulder-a-line-dress/9349529/buy,http://assets.myntassets.com/assets/images/9349529/2019/5/17/ddc9485e-a822-4ee1-9fa6-7cb44af6cfb81558077057256-DOROTHY-PERKINS-Women-White-Solid-A-Line-Dress-1081558077056-1.jpg,Myntra
8711807,MISH Women Navy Blue Solid Maxi Dress with Embellished Detail,www.myntra.com/dresses/mish/mish-women-navy-blue-solid-maxi-dress-with-embellished-detail/8711807/buy,http://assets.myntassets.com/assets/images/8711807/2019/2/11/44a17045-6f58-4c8b-aa6c-a5f28b40ba221549886302719-MISH-Women-Dresses-5601549886301818-1.jpg,Myntra
10242615,FableStreet Women Black &amp; Pink Sheath Dress,www.myntra.com/dresses/fablestreet/fablestreet-women-black--pink-sheath-dress/10242615/buy,http://assets.myntassets.com/assets/images/productimage/2019/7/11/cdf49902-e4ee-4c72-8e69-7c9fc73709ba1562822133077-1.jpg,Myntra
8643117,SASSAFRAS Women Blue &amp; Pink Printed Maxi Dress,www.myntra.com/dresses/sassafras/sassafras-women-blue--pink-printed-maxi-dress/8643117/buy,http://assets.myntassets.com/assets/images/8643117/2019/2/1/95393274-357e-4eee-9843-21b780f6d5251549026368911-SASSAFRAS-Women-Blue-Printed-Maxi-Dress-2521549026368517-1.jpg,Myntra
5393163,StyleStone Women Blue Solid Fit and Flare Dress,www.myntra.com/dresses/stylestone/stylestone-women-blue-solid-fit-and-flare-dress/5393163/buy,http://assets.myntassets.com/assets/images/5393163/2018/4/20/11524206617209-StyleStone-Womens-Denim-Dress-with-Shoulder-Placket-4201524206616993-1.jpg,Myntra
10328261,Femella Women Navy Blue &amp; White Checked Wrap Dress,www.myntra.com/dresses/femella/femella-women-navy-blue--white-checked-wrap-dress/10328261/buy,http://assets.myntassets.com/assets/images/10328261/2019/8/1/ddbf1100-62a2-4dcc-a2b1-59f04ac1d6371564658801872-Femella-Women-Blue--White-Wrap-Dress-921564658799875-1.jpg,Myntra
8532633,Scotch &amp; Soda Women Green Printed A-Line Dress,www.myntra.com/dresses/scotch--soda/scotch--soda-women-green-printed-a-line-dress/8532633/buy,http://assets.myntassets.com/assets/images/8532633/2019/2/26/6833023f-dea7-458a-9df4-e6acfd2847a71551179491360-Scotch--Soda-Women-Dresses-5051551179490154-1.jpg,Myntra
9783357,SASSAFRAS Women Blue &amp; White Ombre-Dyed Tiered Maxi  Dress,www.myntra.com/dresses/sassafras/sassafras-women-blue--white-ombre-dyed-tiered-maxi--dress/9783357/buy,http://assets.myntassets.com/assets/images/9783357/2019/5/28/4ef467ab-6a2c-4422-a1c1-7bc3621d4b4d1559043496406-SASSAFRAS-Women-Dresses-8161559043495075-1.jpg,Myntra
9428543,STREET 9 Women Black Embellished Maxi Dress,www.myntra.com/dresses/street-9/street-9-women-black-embellished-maxi-dress/9428543/buy,http://assets.myntassets.com/assets/images/9428543/2019/4/26/5e74a655-c0fd-4b24-8555-20d3426bccbf1556261660686-STREET-9-Women-Black-Embellished-Maxi-Dress-1531556261660369-1.jpg,Myntra
10294511,MABISH by Sonal Jain Women Mustard Yellow Solid Styled Back Wrap Dress,www.myntra.com/dresses/mabish-by-sonal-jain/mabish-by-sonal-jain-women-mustard-yellow-solid-styled-back-wrap-dress/10294511/buy,http://assets.myntassets.com/assets/images/10294511/2019/7/26/30de82a0-8ae8-45fc-9ee7-9bce525c1d611564140389999-MABISH-by-Sonal-Jain-Women-Dresses-3741564140389069-1.jpg,Myntra
8834767,RARE Women White &amp; Pink Printed Midi A-Line Dress,www.myntra.com/dresses/rare/rare-women-white--pink-printed-midi-a-line-dress/8834767/buy,http://assets.myntassets.com/assets/images/8834767/2019/2/26/b96e38ee-a62c-4809-8e82-b9c9340171901551176191270-RARE-Women-White-Printed-Fit-and-Flare-Dress-491551176189668-1.jpg,Myntra
9485205,Cottonworld Women Purple Solid A-Line Dress,www.myntra.com/dresses/cottonworld/cottonworld-women-purple-solid-a-line-dress/9485205/buy,http://assets.myntassets.com/assets/images/9485205/2019/5/21/ee968402-b9c4-49e6-9a45-42cfda59f7e21558437060700-Cottonworld-Women-Dresses-9631558437058040-1.jpg,Myntra
9659165,FabAlley Women Blue Solid Maxi Dress,www.myntra.com/dresses/faballey/faballey-women-blue-solid-maxi-dress/9659165/buy,http://assets.myntassets.com/assets/images/productimage/2019/5/13/19ad72bc-c41c-4dcf-9127-e8092ed51b4d1557768297514-1.jpg,Myntra
